subject_id,time,k__Archaea.p__Euryarchaeota.c__Methanobacteria,k__Bacteria.p__Acidobacteria.c__Solibacteres,k__Bacteria.p__Actinobacteria.c__,k__Bacteria.p__Actinobacteria.c__Actinobacteria..class.,k__Bacteria.p__Bacteroidetes.c__Bacteroidia,k__Bacteria.p__Bacteroidetes.c__Flavobacteria,k__Bacteria.p__Bacteroidetes.c__Sphingobacteria,k__Bacteria.p__Cyanobacteria.c__,k__Bacteria.p__Cyanobacteria.c__mle1.12,k__Bacteria.p__Firmicutes.c__Bacilli,k__Bacteria.p__Firmicutes.c__Clostridia,k__Bacteria.p__Fusobacteria.c__Fusobacteria..class.,k__Bacteria.p__OP10.c__CH21,k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria,k__Bacteria.p__Proteobacteria.c__Betaproteobacteria,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria,k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria,k__Bacteria.p__Synergistetes.c__Synergistia,k__Bacteria.p__TM7.c__TM7.3,k__Bacteria.p__Tenericutes.c__Erysipelotrichi,k__Bacteria.p__Tenericutes.c__ML615J.28,k__Bacteria.p__Tenericutes.c__Mollicutes,k__Bacteria.p__Thermi.c__Deinococci,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae,k__Archaea.p__Crenarchaeota.c__Thaumarchaeota,k__Bacteria.p__Acidobacteria.c__Chloracidobacteria,k__Bacteria.p__Chloroflexi.c__Bljii12,k__Bacteria.p__Chloroflexi.c__SOGA31,k__Bacteria.p__Chloroflexi.c__Thermomicrobia,k__Bacteria.p__Gemmatimonadetes.c__Gemmatimonadetes..class.,k__Bacteria.p__SPAM.c__,k__Bacteria.p__SR1.c__,k__Bacteria.p__Spirochaetes.c__Spirochaetes..class.,k__Bacteria.p__Verrucomicrobia.c__Spartobacteria,k__Archaea.p__Crenarchaeota.c__Sd.NA,k__Archaea.p__Euryarchaeota.c__Halobacteria,k__Archaea.p__Euryarchaeota.c__Methanomicrobia,k__Archaea.p__Euryarchaeota.c__Thermoplasmata,k__Bacteria.p__.c__,k__Bacteria.p__ABY1_OD1.c__,k__Bacteria.p__AD3.c__ABS.6,k__Bacteria.p__AD3.c__JG37.AG.4,k__Bacteria.p__Acidobacteria.c__,k__Bacteria.p__Acidobacteria.c__Acidobacteria..class.,k__Bacteria.p__Acidobacteria.c__Acidobacteria.5,k__Bacteria.p__Acidobacteria.c__Holophagae,k__Bacteria.p__Acidobacteria.c__MVS.40,k__Bacteria.p__Acidobacteria.c__OS.K,k__Bacteria.p__Acidobacteria.c__PAUC37f,k__Bacteria.p__Acidobacteria.c__RB25,k__Bacteria.p__Acidobacteria.c__Sva0725,k__Bacteria.p__Acidobacteria.c__iii1.8,k__Bacteria.p__Aquificae.c__Aquificae..class.,k__Bacteria.p__BRC1.c__,k__Bacteria.p__BRC1.c__PRR.11,k__Bacteria.p__Bacteroidetes.c__,k__Bacteria.p__CCM11b.c__,k__Bacteria.p__Caldithrix_KSB1.c__Caldithrixae,k__Bacteria.p__Chlamydiae.c__Chlamydiae..class.,k__Bacteria.p__Chlorobi.c__,k__Bacteria.p__Chlorobi.c__BSV19,k__Bacteria.p__Chlorobi.c__OPB56,k__Bacteria.p__Chlorobi.c__SJA.28,k__Bacteria.p__Chlorobi.c__ZB1,k__Bacteria.p__Chloroflexi.c__,k__Bacteria.p__Chloroflexi.c__Anaerolineae,k__Bacteria.p__Chloroflexi.c__Chloroflexi..class.,k__Bacteria.p__Chloroflexi.c__Chloroflexi.4,k__Bacteria.p__Chloroflexi.c__Ktedonobacteria,k__Bacteria.p__Chloroflexi.c__TK17,k__Bacteria.p__Chloroflexi.c__Thermobacula,k__Bacteria.p__Cyanobacteria.c__S15B.MN24,k__Bacteria.p__Cyanobacteria.c__SM1D11,k__Bacteria.p__Cyanobacteria.c__YS2,k__Bacteria.p__Deferribacteres.c__Deferribacteres..class.,k__Bacteria.p__Elusimicrobia.c__Elusimicrobia..class.,k__Bacteria.p__Fibrobacteres.c__Fibrobacteres..class.,k__Bacteria.p__GN02.c__,k__Bacteria.p__GN02.c__VC12.cl04,k__Bacteria.p__Lentisphaerae.c__,k__Bacteria.p__Lentisphaerae.c__Lentisphaerae..class.,k__Bacteria.p__MVP.15.c__,k__Bacteria.p__NC10.c__,k__Bacteria.p__NKB19.c__,k__Bacteria.p__Nitrospirae.c__Nitrospira..class.,k__Bacteria.p__OP10.c__,k__Bacteria.p__OP10.c__5B.18,k__Bacteria.p__OP10.c__CL500.48,k__Bacteria.p__OP10.c__OS.L,k__Bacteria.p__OP10.c__S1a.1H,k__Bacteria.p__OP10.c__SJA.176,k__Bacteria.p__OP10.c__SJA.22,k__Bacteria.p__OP11.c__,k__Bacteria.p__OP3.c__,k__Bacteria.p__OP8.c__OP8,k__Bacteria.p__Planctomycetes.c__FFCH393,k__Bacteria.p__Planctomycetes.c__Kueneniae,k__Bacteria.p__Planctomycetes.c__PW285,k__Bacteria.p__Planctomycetes.c__Phycisphaerae,k__Bacteria.p__Planctomycetes.c__Planctomycea,k__Bacteria.p__Planctomycetes.c__agg27,k__Bacteria.p__Planctomycetes.c__vadinHA49,k__Bacteria.p__SC3.c__,k__Bacteria.p__SC4.c__,k__Bacteria.p__Spirochaetes.c__Brachyspirae,k__Bacteria.p__Spirochaetes.c__Leptospirae,k__Bacteria.p__Spirochaetes.c__SP_WWE1,k__Bacteria.p__TM6.c__,k__Bacteria.p__TM7.c__,k__Bacteria.p__TM7.c__TM7.1,k__Bacteria.p__Tenericutes.c__,k__Bacteria.p__Thermotogae.c__Thermotogae..class.,k__Bacteria.p__Verrucomicrobia.c__,k__Bacteria.p__Verrucomicrobia.c__Opitutae,k__Bacteria.p__Verrucomicrobia.c__TP21,k__Bacteria.p__WPS.2.c__,k__Bacteria.p__WS3.c__PRR.12,k__Bacteria.p__ZB2.c__
M3_127,2,0,6.76e-05,0.000203,0.335014604,0.018173951,0.002082432,0.006585353,0.038511467,0,0.351674059,0.1273664,0.008316205,0,0.018606664,0.030966032,0.000311,0.000433,0.052155452,0,6.76e-05,0.000892,0,0.000514,0.003678061,4.06e-05,0.00023,0.000216,2.7e-05,0.000554,0.000676,0.000243,0,2.7e-05,0.000297,0.000189,0,2.7e-05,0,0,0,0,0,0,0,0.000987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76e-05,1.35e-05,0,0,1.35e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203,0,0,6.76e-05,2.7e-05,0,0,0,0,0,0,0,0,0,0.000108,0.00027,0,0,0,9.47e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_128,2,2.49e-05,0,2.49e-05,0.40017904,0.017928857,0.002051499,0.000696,0.007236196,0,0.348642902,0.162043542,0.007907596,0,0.002610999,0.021447488,4.97e-05,0.001889866,0.026047819,0.000149,0,7.46e-05,0,2.49e-05,0.000584,3.73e-05,0,3.73e-05,0,8.7e-05,6.22e-05,0,0,0,7.46e-05,0,0,0,0,0,0,0,0,0,1.24e-05,3.73e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49e-05,0,0,0,0,0,0,0,0,0,0,1.24e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_129,2,0,0,0,0.192365639,0.025822466,0.014535171,0.000753,0.009360798,0,0.473411875,0.046371764,0.038270599,0,0.00298854,0.096250741,0.00021,0.001420174,0.096757064,6.17e-05,3.7e-05,0.000309,0,1.23e-05,0.000753,0,0,2.47e-05,0,0,0,0,0,0.000161,1.23e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23e-05,0,0,0,0,0,0,0,0,0,4.94e-05,2.47e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_130,2,0,0.000648,0.000259,0.159955048,0.110205023,0.031480975,0.014047574,0.01368738,0,0.159580446,0.113662887,0.073306727,1.44e-05,0.04519717,0.069301367,0.002031495,0.002406097,0.170904952,0.000101,5.76e-05,0.007261515,0,0.007189477,0.001051767,0.001037359,0.001037359,0.001051767,0.000101,0.001858602,0.001498408,0.001167029,0.000259,0.000533,0.001152621,0.000461,0,0,0,0,0,0,0,0,0.000173,0.005157981,4.32e-05,0,0,0,2.88e-05,0,0.000202,2.88e-05,0,0,0,0,2.88e-05,0,0,0,0,0,0,0,0,2.88e-05,0,0,0,2.88e-05,0,8.64e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000115,0,0,2.88e-05,2.88e-05,0,0,0,0,0,0,7.2e-05,0,0,0.000274,0.000764,0,0,0,0.000274,0,0,0,0,0,0,0,0,0,0.000115,0,1.44e-05,0,0
M3_131,2,0,1.55e-05,1.55e-05,0.047090638,0.002828547,0.015261718,0.015121845,0.527974636,0,0.043516101,0.007926147,0.001010195,0,0.017779436,0.029217953,0.000109,6.22e-05,0.291107174,0,0,0.000155,0,0.000186,1.55e-05,9.32e-05,1.55e-05,6.22e-05,0,9.32e-05,0.000109,3.11e-05,0,0,3.11e-05,1.55e-05,0,0,0,0,0,0,0,0,0,9.32e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55e-05,0,0,0,0
M3_132,2,0,0,1.44e-05,0.014036196,0.000459,0.028833044,0.026278399,0.386555104,0,0.019174189,0.001363434,0.000301,0,0.007506064,0.014997775,1.44e-05,2.87e-05,0.499992824,0,0,5.74e-05,0,1.44e-05,4.31e-05,0.000129,1.44e-05,1.44e-05,0,1.44e-05,2.87e-05,2.87e-05,0,0,0,1.44e-05,0,0,0,0,0,0,0,0,0,2.87e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87e-05,1.44e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44e-05,0,0,0,0
M3_134,2,1.86e-05,0.000205,9.3e-05,0.287377918,0.032257464,0.003646172,0.006883081,0.018398289,0,0.39700493,0.09483769,0.011738443,0,0.026192912,0.046674728,0.000967,0.001823086,0.057613245,0,0,0.002083527,0,0.001078969,0.004334481,7.44e-05,0.000223,0.000632,0.000242,0.001078969,0.000614,0.000539,0,1.86e-05,0.000316,5.58e-05,0,0,0,0,0,0,0,0,0.000298,0.001804483,0,0,0,0,0,0,0,0,3.72e-05,0,0,0,0,0,0,0,0,0,1.86e-05,0,0,1.86e-05,0,0,0,3.72e-05,0,0,0,0,0,1.86e-05,0,0,0,0,0,0,0,0,0,0,0,0.000167,0,0,0,0,0,0,0,0,0,0,0.000298,0.000242,0,0,0,3.72e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_137,2,4.41e-05,0.000235,8.83e-05,0.160437879,0.138396798,0.011049968,0.009313754,0.023394738,0,0.196501089,0.181537284,0.039682773,1.47e-05,0.03373845,0.061723854,0.001853923,0.005223354,0.104893767,2.94e-05,1.47e-05,0.01562592,0,0.002295333,0.002398329,0.000294,0.00075,0.000692,4.41e-05,0.001500795,0.001589077,0.000971,2.94e-05,0.00025,0.000692,0.000338,0,0,0,0,1.47e-05,0,0,0,4.41e-05,0.002692602,2.94e-05,0,0,0,1.47e-05,0,8.83e-05,5.89e-05,0,0,0.000118,0,0,0,0,0,0,0,0,0,0,5.89e-05,0,0,0,5.89e-05,0,0,0,0,0.000118,0,0,0,0,0,0,0,0,0,8.83e-05,0,0,1.47e-05,4.41e-05,0,0,0,0,0,0,0,0,0,0.000206,0.0005,0,2.94e-05,0,0.000118,0,0,0,0,0,0,0,0,1.47e-05,0,0,0,4.41e-05,0
M3_138,2,0,1.38e-05,1.38e-05,0.219790374,0.02927872,0.004964832,0.002234175,0.145483382,0,0.232864432,0.037125914,0.014204937,0,0.005364777,0.042587229,0.00069,0.000993,0.260832989,0.000152,1.38e-05,0.000579,0,8.27e-05,0.000276,4.14e-05,0.000193,4.14e-05,0,0.000165,0.00011,2.76e-05,0,8.27e-05,0.001186043,1.38e-05,0,0,0,0,0,0,0,5.52e-05,0,0.000248,0,0,0,0,1.38e-05,0,0,1.38e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52e-05,0,0,0,1.38e-05,0,0,0,1.38e-05,1.38e-05,0,0,0,0,0,0,0,0,0,1.38e-05,0,0,0,1.38e-05,1.38e-05,0,0,0,0,0,0,0,0,5.52e-05,5.52e-05,0,0,0,1.38e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_139,2,1.55e-05,3.09e-05,0,0.031376065,0.005332385,0.000649,0.000757,0.808667831,0,0.092953523,0.015796226,0.000958,0,0.001607444,0.007789919,3.09e-05,0.00051,0.033014421,0,0,0.000155,0,0,4.64e-05,1.55e-05,3.09e-05,1.55e-05,0,3.09e-05,7.73e-05,3.09e-05,0,0,0,3.09e-05,0,0,0,0,0,0,0,0,0,4.64e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_141,2,0,0.000122,5.42e-05,0.196141915,0.034029179,0.003210556,0.00214037,0.023422154,0,0.48801799,0.056557255,0.007694496,0,0.008913694,0.094691069,0.000203,0.001070185,0.07928853,8.13e-05,1.35e-05,0.001395305,0,0.000325,0.000352,0.000163,0.00019,0.000203,5.42e-05,0.000366,0.00023,5.42e-05,1.35e-05,1.35e-05,0.000379,4.06e-05,0,0,0,0,0,0,0,0,0,0.000393,0,0,0,0,0,0,1.35e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06e-05,5.42e-05,0,0,0,2.71e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_145,2,0,0.00095,0.000164,0.253951096,0.071897673,0.025221507,0.060220443,0.050901587,0,0.089225176,0.04179564,0.010072225,0,0.137801143,0.094924581,0.005617517,0.002816948,0.113709691,0.000934,9.83e-05,0.000721,0,0.000344,0.000753,0.005371853,0.001670515,0.001817914,0.000426,0.005208077,0.002882458,0.00157225,4.91e-05,0.000295,0.005961447,0.001179187,0,0,0,0,0,0,0,0,6.55e-05,0.007140634,9.83e-05,0,0,0,0,0,0.000278,0.000197,0,0,0.000115,0,1.64e-05,0,0,1.64e-05,0,0,0,0,0,0.000393,0,0,0,8.19e-05,0,3.28e-05,0,1.64e-05,0,1.64e-05,0,0,0,0,0,0,0,1.64e-05,0.000278,0,1.64e-05,6.55e-05,4.91e-05,4.91e-05,0,0,0,0,0,3.28e-05,0,0,0.000868,0.000786,4.91e-05,0,0,0.000377,0,0,0,0,0,0,0,0,0,0.000344,0,4.91e-05,0,0
M3_146,2,0,0,0,0.005671311,0.000709,0.035861793,0.061922081,0.058624091,0,0.01830847,0.000971,0.00017,0,0.004731229,0.0059333,1.54e-05,0,0.806867217,1.54e-05,0,0,0,0,0,9.25e-05,1.54e-05,0,0,0,0,1.54e-05,0,0,1.54e-05,1.54e-05,0,0,0,0,0,0,0,0,0,3.08e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_147,2,0,0.000341,4.87e-05,0.165604269,0.026276094,0.007347574,0.007136717,0.0274277,0,0.472434431,0.079185117,0.006796101,0,0.017890451,0.045139734,0.000519,0.001054288,0.13381344,0,3.24e-05,0.002903346,0,0.000389,0.001313805,4.87e-05,0.000308,0.000292,9.73e-05,0.000714,0.00086,0.000178,0,0.000389,0.000195,0.00013,0,0,0,0,0,0,0,0,0,0.000551,0,0,0,0,0,0,0,8.11e-05,3.24e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.24e-05,0,0,0,6.49e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11e-05,0.000162,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_148,2,2.59e-05,0.00035,0.000402,0.211765163,0.033577739,0.005285385,0.01356323,0.034160686,0,0.355468042,0.093880353,0.014884577,0,0.042179444,0.044459414,0.001891339,0.001023396,0.124996761,0.000155,0,0.004650621,0,0.00145089,0.000959,0.000816,0.001127031,0.001204757,0.000181,0.001982019,0.002267016,0.000725,3.89e-05,2.59e-05,0.000272,0.00022,0,0,0,0,0,0,0,0,2.59e-05,0.003847449,9.07e-05,0,0,0,2.59e-05,0,0.000104,0.000104,0,0,0,2.59e-05,0,0,1.3e-05,0,0,0,0,0,0,0.000104,0,0,0,0.000104,0,0,0,1.3e-05,1.3e-05,0,1.3e-05,0,0,0,0,0,0,0,0.000117,0,3.89e-05,0.000104,9.07e-05,0,0,0,0,0,0,2.59e-05,0,0,0.000311,0.000687,0,0,0,0.00013,0,0,0,0,0,0,0,0,1.3e-05,1.3e-05,0,0,0,0
M3_149,2,2.83e-05,0.000155,0.000311,0.114223529,0.043049353,0.007773192,0.020634292,0.133684776,0,0.314729493,0.046045565,0.014726666,0,0.024308893,0.055981118,0.00089,0.001144779,0.212858274,9.89e-05,4.24e-05,0.00089,0,0.000254,0.001597038,0.000212,0.000509,0.00065,4.24e-05,0.000862,0.001130646,0.000551,0,8.48e-05,0.00024,0.000127,0,0,0,0,0,0,0,0,0,0.001017582,0,0,0,0,0,0,2.83e-05,7.07e-05,0,0,1.41e-05,0,0,0,0,0,0,0,0,0,0,8.48e-05,0,0,0,1.41e-05,0,4.24e-05,1.41e-05,0,0,0,0,0,0,0,0,0,0,0,2.83e-05,0,0,5.65e-05,5.65e-05,0,0,0,0,0,0,0,0,0,0.000283,0.000155,0,0,0,0.00017,0,0,0,0,0,0,0,0,4.24e-05,7.07e-05,0,0,1.41e-05,0
M3_150,2,0,0,2.74e-05,0.026151572,0.003421189,0.001108465,0.001997975,0.018460738,0,0.063907819,0.008635082,0.001491639,0,0.215466513,0.009675124,0.000465,0.000164,0.646837452,1.37e-05,0,0.000383,0,5.47e-05,0.000452,0.000109,8.21e-05,9.58e-05,2.74e-05,9.58e-05,0.000178,0.000178,0,2.74e-05,0,4.11e-05,0,0,0,0,0,0,0,0,0,0.000274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74e-05,6.84e-05,0,0,0,6.84e-05,0,0,0,0,0,1.37e-05,0,0,0,0,0,0,0,0
M3_151,2,3.33e-05,0.000466,0.000117,0.155310221,0.03320345,0.022313251,0.05559996,0.027175542,0,0.155676558,0.056615713,0.009991008,3.33e-05,0.086405568,0.225447098,0.00654411,0.005878043,0.128950611,6.66e-05,1.67e-05,0.003346988,0,0.001115663,0.000833,0.00614447,0.001049056,0.000699,6.66e-05,0.002514404,0.001432044,0.002880741,0.00015,1.67e-05,0.000167,0.000766,0,0,3.33e-05,0,0,0,0,0,0.0003,0.003363639,5e-05,6.66e-05,0,1.67e-05,3.33e-05,0,0.000117,0.000167,1.67e-05,0,0,1.67e-05,0,0,0,0,0,1.67e-05,1.67e-05,0,0,0.000483,0,0,0,8.33e-05,0,0,0,6.66e-05,0,1.67e-05,0,0,1.67e-05,0,0,1.67e-05,3.33e-05,0.000216,0.0003,1.67e-05,0,8.33e-05,3.33e-05,0,0,0,0,1.67e-05,0,0,0,0,0.000433,0.001698471,8.33e-05,3.33e-05,0,0.000167,0,0,0,0,0,0,0,0,3.33e-05,0.000883,0,1.67e-05,3.33e-05,0
M3_152,2,1.5e-05,0.001525234,0.000164,0.22728972,0.038773832,0.00488972,0.018003738,0.066452336,0,0.221816822,0.079775701,0.019334579,0,0.039895327,0.161480374,0.00164486,0.003229907,0.100949533,1.5e-05,4.49e-05,0.00164486,0,0.000449,0.000523,0.000568,0.000613,0.000957,0.000269,0.000852,0.000374,0.00151028,1.5e-05,4.49e-05,2.99e-05,0.001226168,0,0,0,0,0,0,0,0,0.000164,0.002885981,1.5e-05,0,0,0,0,2.99e-05,0.000254,0.000254,0,0,0,1.5e-05,0,0,0,0,0,2.99e-05,1.5e-05,0,1.5e-05,0.000105,1.5e-05,0,1.5e-05,0,0,0,0,0,0,4.49e-05,0,0,0,0,0,0,0,0,7.48e-05,0,0,0.00012,0,0,0,1.5e-05,0,0,0,0,0,0,0.000419,0.000912,0,0,0,0.00015,0,0,2.99e-05,0,0,0,0,0,2.99e-05,1.5e-05,0,0,0,0
M3_153,2,0,7.01e-05,0,0.041747692,0.003118376,0.002680402,0.006359384,0.445437186,0,0.080061667,0.011457403,0.000771,0,0.031621731,0.04668804,0.000175,0.000123,0.327990049,0,0,0.000175,0,8.76e-05,0.00021,5.26e-05,5.26e-05,0.000158,0,0.000158,0.000158,0.000123,1.75e-05,0,0,3.5e-05,0,0,0,0,0,0,0,0,1.75e-05,0.000333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75e-05,0,0,1.75e-05,0,1.75e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75e-05,5.26e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_158,2,0,0.000159,7.93e-05,0.073506551,0.006678088,0.001903493,0.059579328,0.077123188,0,0.155594683,0.020779798,0.003489737,0,0.181006313,0.164334888,0.000492,0.000222,0.249262396,1.59e-05,0,0.000825,0,0.000349,0.00019,0.000206,0.000301,0.000381,0.000111,0.000539,0.000555,0.000254,0,0,0.000222,0.000111,0,0,0,0,0,0,0,0,4.76e-05,0.000872,1.59e-05,0,0,0,0,0,9.52e-05,7.93e-05,0,0,1.59e-05,0,0,0,0,0,0,0,0,0,0,4.76e-05,0,0,0,1.59e-05,0,1.59e-05,0,0,0,0,0,0,0,0,0,0,0,1.59e-05,1.59e-05,0,0,1.59e-05,0,0,0,0,0,0,0,1.59e-05,0,0,0.000127,0.000254,0,0,0,3.17e-05,0,0,0,0,0,0,0,0,0,4.76e-05,0,0,0,0
M3_159,2,0,0.000586,0.00013,0.078714781,0.002669401,0.002864723,0.039992187,0.487181991,0,0.033009424,0.007438514,0.001106825,0,0.038299396,0.103634618,0.001188209,0.000228,0.194898839,1.63e-05,0,0.000179,0,0.000228,0.000163,0.000277,0.000456,0.00057,0.00026,0.001025441,0.000846,0.000586,0,4.88e-05,0.000212,0.000309,0,0,0,0,0,0,1.63e-05,0,0,0.001855559,1.63e-05,0,0,0,3.26e-05,1.63e-05,3.26e-05,0,0,0,0,0,1.63e-05,0,0,0,0,0,0,0,0,8.14e-05,0,0,0,1.63e-05,0,1.63e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.77e-05,0,0,1.63e-05,0,0,0,0,0,0,0,0,0,0,0.000179,0.000423,0,0,0,3.26e-05,0,0,0,0,0,0,0,0,0,1.63e-05,0,0,1.63e-05,0
M3_160,2,1.85e-05,0.000111,0.000278,0.147191115,0.037075428,0.004775567,0.003128181,0.04009255,0,0.573826932,0.053068024,0.008144378,0,0.012808885,0.038574734,0.000352,0.000851,0.074150856,0.000259,1.85e-05,0.000944,0,0.000333,0.000963,0.000111,0.000167,0.000185,7.4e-05,0.000222,0.000574,9.25e-05,3.7e-05,0,0.000333,9.25e-05,0,1.85e-05,0,0,0,0,0,0,0,0.000592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85e-05,0,0,0,1.85e-05,0,0,0,0,0,0,0,0,0,9.25e-05,0.000352,0,1.85e-05,0,0,0,0,0,0,0,0,0,0,0,1.85e-05,0,0,0,0
M3_164,2,0,0.000181,3.01e-05,0.232382272,0.019719201,0.010243741,0.03201169,0.012985448,0,0.161369046,0.050827031,0.005061613,0,0.054382212,0.11477509,0.000678,0.000994,0.299147359,0,3.01e-05,0.000316,0,0.000271,0.000256,7.53e-05,0.000362,0.000286,7.53e-05,0.000919,0.000557,0.000256,0,0,7.53e-05,0.000211,0,0,0,0,0,0,0,0,1.51e-05,0.001039438,1.51e-05,0,0,0,0,0,0,1.51e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105,0.000166,0,0,0,3.01e-05,0,0,0,0,0,0,0,0,0,3.01e-05,0,1.51e-05,0,0
M3_166,2,0,8.26e-05,2.75e-05,0.015542615,0.001431738,0.011481436,0.015088313,0.004281447,0,0.134955052,0.004529247,0.000854,1.38e-05,0.051515026,0.227054337,0.000165,9.64e-05,0.531216013,5.51e-05,0,0.00022,0,0.000165,0.00011,0,5.51e-05,4.13e-05,0,0.000262,0.000124,8.26e-05,0,1.38e-05,1.38e-05,8.26e-05,0,0,0,0,0,0,0,0,0,0.000289,0,0,0,0,0,0,0,1.38e-05,0,0,2.75e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38e-05,0,0,1.38e-05,0,0,0,0,0,0,0,0,0,2.75e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38e-05,4.13e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3_169,2,1.76e-05,5.29e-05,0.000406,0.090506675,0.033084669,0.027423593,0.036382555,0.030986015,0,0.206109024,0.064899564,0.017441758,1.76e-05,0.031515087,0.150556408,0.001340317,0.00211629,0.297303494,0.000511,5.29e-05,0.002081019,0,0.000899,0.0003,0.000229,0.000176,0.000335,7.05e-05,0.000847,0.000811,0.000353,0,0.000159,0.00153431,5.29e-05,0,0,0,0,0,0,0,0,1.76e-05,0.000741,0,0,0,0,0,0,0.000106,7.05e-05,1.76e-05,0,1.76e-05,0,0,0,0,0,0,0,0,0,0,3.53e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141,0.000212,0,0,0,3.53e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.76e-05,0
